id,date_occurred,time_of_day,time_of_day_recode,incident_type,incident_action,territorial_water_status,closest_coastal_state,closest_coastal_state_cow_code,latitude,longitude,location_precision,geolocation_source_imb,geolocation_source_imo,geolocation_source_asam,location_description,vessel_name,vessel_country,vessel_country_cow_code,vessel_status,violence_dummy,steaming_recode,incident_type_recode,incident_action_recode,,
,2/29/12,13:00,2,Actual,Boarded,Indonesia,Indonesia,850,1.2372,104.0380,1,1,1,0,Singapore Straits,Kimtrans Laut,Malaysia,820,Steaming,0,1,1,2,,
,2/29/12,17:45,2,Actual,Boarded,Bangladesh,Bangladesh,771,21.7333,91.6167,1,1,1,1,"12 nm W of Kutubdia Island, Bangladesh",Ocean Arrow,Hong Kong,710,Anchored,0,2,1,2,,
,2/29/12,21:10,3,Attempted,Fired Upon,Nigeria,Nigeria,475,4.3333,5.7833,1,1,1,1,"Around 5nm off Baylesa, Nigeria",Olivia I,Panama,95,Steaming,1,1,0,3,,
,3/2/12,12:19,2,Actual,Hijacked,Oman,Oman,698,21.4500,62.6167,1,1,1,1,"(Around 211 nm ENE of Masirah Island, Oman) Off Somalia",Royal Grace,Panama,95,Steaming,1,1,1,1,,
,3/2/12,Unknown,-99,Actual,Hijacked,Yemen,Yemen,679,12.9333,49.1667,1,1,0,0,"(Around 95 nm S of Mukalla, Yemen), Gulf of Aden",Ghazal Howlf,Yemen,679,Steaming,1,1,1,1,,
,3/3/12,23:55,3,Actual,Boarded,India,India,750,17.0480,82.4192,1,1,1,1,"Kakinada Anchorage, India",Ten Yoshi Maru,Panama,95,Anchored,1,2,1,2,,
,3/4/12,20:30,3,Actual,Boarded,Ghana,Ghana,452,4.9000,-1.7083,1,1,1,0,"Takoradi Outer Anchorage, Ghana",Geo Endeavour,Panama,95,Anchored,1,2,1,2,,
,3/6/12,4:31,4,Attempted,Fired Upon,Yemen,Yemen,679,14.3333,52.5667,1,1,1,1,Gulf of Aden,Advance Victoria,Bahamas,31,Steaming,1,1,0,3,,
,3/7/12,10:30,1,Attempted,,Nigeria,Nigeria,475,4.2083,6.9100,1,1,1,1,"Around 5.8nm off Port Harcourt Fairway Buoy, Nigeria",SP Atlanta,Marshall Islands,983,Steaming,1,1,0,-99,,
,3/8/12,0:35,4,Attempted,,Indonesia,Indonesia,850,1.7067,101.4850,1,1,1,1,"Dumai Inner Anchorage, Indonesia",Mare Italicum,Italy,325,Anchored,0,2,0,-99,,
,3/10/12,8:00,1,Attempted,,Djibouti,Djibouti,522,12.5417,43.4467,1,1,1,1,Red Sea,Hatef,Cyprus,352,Steaming,1,1,0,-99,,
,3/11/12,1:30,4,Actual,Boarded,Indonesia,Indonesia,850,-6.0167,106.8833,1,1,1,1,"Tanjung Priok Anchorage, Indonesia",Ocean Amazing,Singapore,830,Anchored,0,2,1,2,,
,3/11/12,7:15,1,Attempted,Fired Upon,Internationa Waters (Arabian Sea),Yemen,679,13.1500,57.9333,1,1,1,1,"Around 210nm ENE of Socotra Island, Yemen, off Somalia",Estelle Maersk,Denmark,390,Steaming,1,1,0,3,,
,3/14/12,1:10,4,Actual,Boarded,"Congo, DRC","Congo, DRC",490,-5.8658,13.0518,1,1,1,1,"Boma Anchorage, Democratic Republic of Congo",Season Trader,Philippines,840,Anchored,1,2,1,2,,
,3/17/12,6:33,1,Attempted,Fired Upon,Yemen,Yemen,679,13.1500,48.8667,1,1,1,1,Gulf of Aden,Trans Catalonia,Singapore,830,Steaming,1,1,0,3,,
,3/17/12,22:00,3,Actual,Boarded,Cote d'Ivoire,Cote d'Ivoire,437,5.2167,-4.0333,1,1,1,1,"Abidjan Anchorage, Ivory Coast",Maersk Harmony,Singapore,830,Anchored,0,2,1,2,,
,3/18/12,21:30,3,Actual,Boarded,Indonesia,Indonesia,850,-1.3000,116.7833,1,1,1,1,"Balikpapan Inner Anchorage, Indonesia",Ina-Lottie,Liberia,450,Anchored,0,2,1,2,,
,3/19/12,3:00,4,Attempted,Fired Upon,Internationa Waters (Indian Ocean),Somalia,520,5.6667,53.3833,1,1,1,1,"Around 520nm NE of Mogadishu, Somalia",MSC Anafi,Liberia,450,Steaming,1,1,0,3,,
,3/20/12,3:05,4,Actual,Boarded,Bangladesh,Bangladesh,771,22.1667,91.7667,1,1,1,0,"Chittagong Anchorage, Bangladesh",Maple Express,Hong Kong,710,Anchored,1,2,1,2,,
,3/22/12,0:03,4,Actual,Boarded,Bangladesh,Bangladesh,771,22.2500,91.7333,1,1,0,0,"Around 3.9 nm off Patenga Point Ligh, Bangladesh",Andakini,Comoros,581,Anchored,1,2,1,2,,
,3/22/12,8:25,1,Actual,Boarded,Nigeria,Nigeria,475,2.9533,6.2075,1,1,1,1,"Around 100 nm SW off Bonny Island, Nigeria",ZouZou,Liberia,450,Steaming,1,1,1,2,,
,3/23/12,17:20,2,Attempted,,Pakistan,Pakistan,770,22.6250,63.5300,1,1,1,1,"Around 220nm E of Sur, Oman, off Somalia",Andinet,Ethiopia,530,Steaming,1,1,0,-99,,
,3/24/12,11:00,1,Attempted,,Oman,Oman,698,20.8167,62.4500,1,1,1,1,"Around 175nm ESE of Ras Al Hadd, Oman, off Somalia",Cosmic Jewel,Liberia,450,Steaming,1,1,0,-99,,
,3/24/12,22:15,3,Actual,Boarded,Haiti,Haiti,41,18.5700,-72.4033,1,1,1,1,"Port Au Prince H-Anchorage, Haiti",Nord Princess,Denmark,390,Anchored,1,2,1,2,,
,3/25/12,2:00,4,Actual,Boarded,Indonesia,Indonesia,850,1.7167,101.4333,1,1,1,0,"Lubuk Gaung, Dumai Anchorage, Indonesia",Unique Harmony,Hong Kong,710,Anchored,0,2,1,2,,
,3/25/12,2:00,4,Actual,Boarded,Malaysia,Malaysia,820,1.8350,104.4667,1,1,1,1,Malaysia,V.L.6,Thailand,800,Steaming,1,1,1,2,,
,3/25/12,13:35,2,Attempted,Fired Upon,Yemen,Yemen,679,14.3083,56.8200,1,1,1,1,"Around 170nm NE of Socotra Island, Yemen, off Somalia",Blue Diamond,Liberia,450,Steaming,1,1,0,3,,
,3/26/12,2:40,4,Attempted,Fired Upon,Internationa Waters (Indian Ocean),Seychelles,591,-5.3500,49.3000,1,1,1,1,"Around 370nm W of Victoria, Seychelles, off Somalia",LR2 Polaris,Hong Kong,710,Steaming,1,1,0,3,,
,3/26/12,3:30,4,Actual,Hijacked,Maldives,Maldives,781,7.0000,69.7500,1,1,1,1,"(Around 200 nm SW of Minicoy Island, India) Off Somalia",Eglantine,Bolivia,145,Steaming,1,1,1,1,,
,3/26/12,21:55,3,Attempted,,Oman,Oman,698,16.5333,59.4167,1,1,1,0,"Around 370nm NE of Socotra Island, Yemen, off Somalia",Alex Challenger,Panama,95,Steaming,1,1,0,-99,,
,3/26/12,Unknown,-99,Actual,Hijacked,Somalia,Somalia,520,6.3083,50.2233,5,1,0,1,Off Somalia (Used last known coordinates in description),Naham 3,Oman,698,Steaming,1,1,1,1,,
,3/27/12,12:10,2,Attempted,,India,India,750,8.5100,76.5300,1,1,1,0,"Around 20nm SW of Kollam, India, off Somalia",Carpathia,Liberia,450,Steaming,1,1,0,-99,,
,3/29/12,20:50,3,Actual,Boarded,Mozambique,Mozambique,541,-19.8000,34.8283,1,1,0,1,"Jetty No. 12, Beira Port, Mozambique",Name Withheld,Denmark,390,Berthed,1,3,1,2,,
,4/2/12,20:15,3,Actual,Boarded,Indonesia,Indonesia,850,1.7033,101.4583,1,1,1,1,"Dumai Inner Anchorage, Indonesia",Diamond Orchid,Singapore,830,Anchored,1,2,1,2,,
,4/3/12,2:30,4,Actual,Boarded,Indonesia,Indonesia,850,1.7183,101.4383,1,1,1,1,"Dumai Inner Anchorage, Indonesia",AS Ophelia,Philippines,840,Anchored,1,2,1,2,,
,4/4/12,2:30,4,Attempted,,Togo,Togo,461,6.0417,1.2750,2,1,1,1,"Lome Anchorage, Togo",Atlantic Olive,Hong Kong,710,Anchored,0,2,0,-99,,
,4/4/12,16:45,2,Attempted,,Oman,Oman,698,21.6167,59.9833,1,1,1,1,"Around 50nm SxE of Ras al Haad, Oman, off Somalia",African Sanderling,Bahamas,31,Steaming,1,1,0,-99,,
,4/6/12,3:20,4,Actual,Boarded,Indonesia,Indonesia,850,1.7057,101.4473,3,1,1,0,"1.4 nm off Tanker Berth I, Dumai Inner Anchorage, Indonesia (Measured distance of 2km NW from port for coordinates)",Genuine Galaxy,Singapore,830,Anchored,1,2,1,2,,
,4/6/12,5:05,4,Actual,Hijacked,Iran,Iran,630,25.4667,57.5333,1,1,1,1,"(Around 16 nm SW of Bandar-E-Jask, Iran/Gulf of Oman) Off Somalia",Xiang Hua Men,Panama,95,Steaming,1,1,1,1,,
,4/6/12,19:45,3,Attempted,,Indonesia,Indonesia,850,1.7033,101.4583,1,1,1,1,"Dumai Anchorage, Indonesia",Erin Schulte,Isle of Man,200,Anchored,0,2,0,-99,,
,4/7/12,3:30,4,Actual,Boarded,Indonesia,Indonesia,850,-1.1850,117.1917,1,1,1,1,"Muara Jawa Anchorage, Samarinda, Indonesia",Aphrodite L,Liberia,450,Anchored,0,2,1,2,,
,4/8/12,1:56,4,Actual,Boarded,Indonesia,Indonesia,850,3.9117,98.7700,1,1,1,0,"Belawan Anchorage, Indonesia",Oriental Protea,Panama,95,Anchored,1,2,1,2,,
,4/9/12,9:00,1,Attempted,Fired Upon,Internationa Waters (Arabian Sea),Yemen,679,12.2183,61.8317,1,1,1,1,"Around 400nm E of Socotra Island, Yemen, off Somalia",MTM Gibraltar,Singapore,830,Steaming,1,1,0,3,,
,4/12/12,0:25,4,Actual,Boarded,Togo,Togo,461,5.9750,1.2800,1,1,1,0,"Around 9.6 nm S of Lome Breakwater, Lome, Togo",SCF Provider,Liberia,450,Anchored,1,2,1,2,,
,4/12/12,5:10,4,Attempted,,Togo,Togo,461,6.0200,1.2883,1,1,1,0,"Around 7nm SE of Lome, Togo",Seapowet,Bahamas,31,Anchored,0,2,0,-99,,
,4/13/12,11:18,1,Attempted,,Mozambique,Mozambique,541,-11.3133,41.0033,1,1,1,1,"Around 40nm E of Mocimboa Da Praia, Mozambique, off Somalia",Canarsie Princess,Philippines,840,Steaming,1,1,0,-99,,
,4/14/12,1:45,4,Attempted,,Yemen,Yemen,679,14.2917,52.8450,1,1,1,0,Gulf of Aden,Salamina,Liberia,450,Steaming,1,1,0,-99,,
,4/14/12,6:52,1,Attempted,Fired Upon,Internationa Waters (Arabian Sea),India,750,16.9000,65.9833,1,1,1,1,"Around 410nm WSW of Mumbai, India, off Somalia",Alpine Minute,Hong Kong,710,Steaming,1,1,0,3,,
,4/15/12,23:00,3,Actual,Boarded,Malaysia,Malaysia,820,1.5833,104.6167,1,1,1,0,"Around 24 nm NE of Tg. Penyusop, Malaysia",Great Fish,Panama,95,Steaming,1,1,1,2,,
,4/17/12,19:20,3,Attempted,,Ecuador,Ecuador,130,-2.2833,-79.9030,2,1,1,1,"Guayaquil Inner Anchorage, Ecuador (Located coordinates)",Nedlloyd Marita,Liberia,450,Steaming,0,1,0,-99,,
,4/17/12,Unknown,-99,Actual,Hijacked,Malaysia,Malaysia,820,1.2867,104.3367,4,1,0,1,"(Enroute to Tawau after transiting Singapore Straits) South China Sea (Measured at mouth of South China Sea from Straits, and assigned to Indonesia based on probable transit route to Tawau)",Wantas 6 & Wantas VII,Malaysia,820,Steaming,1,1,1,1,,
,4/20/12,5:20,4,Actual,Boarded,Indonesia,Indonesia,850,-1.1767,117.2517,1,1,1,1,"Muara Jawa, Samarinda Anchorage, Indonesia",Intrans Tina,South Korea,732,Anchored,1,2,1,2,,
,4/21/12,17:00,2,Actual,Hijacked,Yemen,Yemen,679,15.3333,52.2000,1,1,0,1,"(17 nm S of Ras Fartak, Yemen), Gulf of Aden",Alabass,Yemen,679,Steaming,1,1,1,1,,
,4/22/12,4:00,4,Attempted,,Yemen,Yemen,679,14.9700,42.0300,1,1,1,0,"53nm W of Al Hudaydah, Yemen, Red Sea",Theresa Pelintung,Tuvalu,947,Steaming,1,1,0,-99,,
,4/24/12,1:30,4,Actual,Boarded,Indonesia,Indonesia,850,1.2400,103.5917,1,1,0,1,Singapore Straits,Blackpool Tower,United Kingdom,200,Anchored,0,2,1,2,,
,4/26/12,1:30,4,Attempted,,Togo,Togo,461,6.0333,1.2500,1,1,1,1,"Around 5nm SSE of Lome, Togo",Atlantic Gemini,Hong Kong,710,Anchored,0,2,0,-99,,
,4/26/12,7:40,1,Attempted,,Yemen,Yemen,679,11.9333,44.6500,1,1,1,1,"Around 19nm from ""A"" IRTC, Gulf of Aden",Samos,Bahamas,31,Steaming,1,1,0,-99,,
,4/27/12,5:00,4,Actual,Boarded,Angola,Angola,540,-5.8650,13.4150,1,1,1,1,"Around 4.5 nm from Port of Matadi, Democratic Republic of Congo",Grand,Malta,338,Anchored,1,2,1,2,,
,4/30/12,1:50,4,Actual,Boarded,Egypt,Egypt,651,31.2067,29.7567,1,1,1,1,"El Dekheila Anchorage, Egypt",Vergina,Panama,95,Anchored,1,2,1,2,,
,4/30/12,16:08,2,Actual,Hijacked,Togo,Togo,461,6.0190,1.3367,1,1,1,1,"Lome Anchorage, Togo",BW Rhine,Panama,95,Anchored,1,2,1,1,,
,5/3/12,1:30,4,Actual,Boarded,Congo,Congo,484,-4.7667,11.8333,1,1,1,0,"Point-Noire Anchorage, The Congo",Pacific Raider,Singapore,830,Anchored,1,2,1,2,,
,5/7/12,3:10,4,Attempted,,Internationa Waters (Arabian Sea),Yemen,679,8.2950,56.4967,1,1,1,1,"Around 275nm SSE of Socotra Island, Yemen, off Somalia",Julie Delmas,Bahamas,31,Steaming,1,1,0,-99,,
,5/7/12,6:40,1,Actual,Hijacked,Nigeria,Nigeria,475,4.4365,4.9740,1,1,1,1,Nigeria,Ark Charly,Singapore,830,Steaming,1,1,1,1,,
,5/8/12,7:20,1,Actual,Boarded,Nigeria,Nigeria,475,3.8917,5.7800,1,1,1,1,"Off Pennington Oil Terminal, Nigeria",King of Calabar,Singapore,830,Steaming,1,1,1,2,,
,5/8/12,18:08,3,Actual,Boarded,Indonesia,Indonesia,850,1.2230,104.8833,1,1,1,1,"16 nm NE from Bintan Island, Indonesia",Savvy,Singapore,830,Steaming,0,1,1,2,,
,5/9/12,10:00,1,Attempted,Fired Upon,Internationa Waters (Arabian Sea),Yemen,679,10.6667,60.0667,1,1,1,1,"Around 345nm ESE of Socotra Island, Yemen, off Somalia",Super Lady,Malta,338,Steaming,1,1,0,3,,
,5/10/12,9:23,1,Actual,Hijacked,Internationa Waters (Arabian Sea),Oman,698,15.9667,61.0333,1,1,1,1,"(Around 250 nm SE of Ras Al Madrakah, Oman) Off Somalia",Smyrni,Liberia,450,Steaming,1,1,1,1,,
,5/10/12,10:10,1,Attempted,Fired Upon,Internationa Waters (Arabian Sea),Oman,698,14.3000,58.4500,1,1,1,1,"Around 260nm ENE of Socotra Island, Yemen, off Somalia",Moyra,Gibraltar,200,Steaming,1,1,0,3,,
,5/10/12,12:00,1,Actual,Boarded,Indonesia,Indonesia,850,-3.7000,114.4500,1,1,1,1,"Taboneo Anchorage, Indonesia",Nord Express,Singapore,830,Anchored,0,2,1,2,,
,5/12/12,5:00,4,Actual,Boarded,Indonesia,Indonesia,850,-1.1850,117.2317,1,1,1,1,"Muara Jawa Anchorage, Samarinda, Indonesia",Greta,Bahamas,31,Anchored,0,2,1,2,,
,5/12/12,11:40,1,Attempted,,Yemen,Yemen,679,13.8667,42.8667,1,1,1,0,Red Sea,Maersk Genesis,Singapore,830,Steaming,1,1,0,-99,,
,5/12/12,21:00,3,Actual,Boarded,Indonesia,Indonesia,850,1.2430,104.1405,1,1,1,1,"Around 4 nm NNE of Pulau Batam, Indonesia",BS Pacific,Singapore,830,Steaming,0,1,1,2,,
,5/13/12,5:45,4,Actual,Boarded,Colombia,Colombia,100,3.7767,-77.4567,1,1,1,1,"Around 9.4 nm from Isla La Palma, Buenaventura, Colombia",Steven C,Marshall Islands,983,Steaming,1,1,1,2,,
,5/14/12,23:00,3,Actual,Boarded,Egypt,Egypt,651,29.8350,32.5267,1,1,1,1,"Port Suez Anchorage, Egypt",Louise,Liberia,450,Anchored,0,2,1,2,,
,5/15/12,1:00,4,Actual,Boarded,Egypt,Egypt,651,29.8167,32.5500,2,1,1,0,"Suez Anchorage, Egypt (Used other cases)",Name Withheld,Denmark,390,Anchored,0,2,1,2,,
,5/15/12,5:50,4,Actual,Boarded,Indonesia,Indonesia,850,1.1667,103.6833,1,1,1,0,Singapore Straits,Budget 19,Malaysia,820,Steaming,1,1,1,2,,
,5/17/12,7:40,1,Attempted,,Costa Rica,Costa Rica,94,9.9700,-83.0017,1,1,1,1,"Puerto Limon Anchorage, Costa Rica",Hansa Ronneburg,Liberia,450,Anchored,0,2,0,-99,,
,5/17/12,15:30,2,Actual,Boarded,Bangladesh,Bangladesh,771,22.8329,90.6963,3,1,1,1,"Off Talicud Island, Philippines",Manyplus 18,Malaysia,820,Steaming,0,1,1,2,,
,5/17/12,18:45,3,Actual,Boarded,Nigeria,Nigeria,475,4.6533,4.7533,1,1,1,1,"Aroung 45 nm offshore Escravos, Nigeria",UAL Transporter,Curacao,-99,Steaming,1,1,1,2,,
,5/18/12,20:00,3,Attempted,Fired Upon,Iran,Iran,630,25.3483,57.5767,1,1,1,1,"Around 25nm S of Ra's-e-Jask, Iran/Gulf of Oman, off Somalia",Aquarius Wing,Panama,95,Steaming,1,1,0,3,,
,5/18/12,22:40,3,Actual,Boarded,Indonesia,Indonesia,850,-3.7117,114.4467,1,1,1,1,"Taboneo Anchorage, Banjarmasin, Indonesia",MP Panamax 4,Singapore,830,Anchored,1,2,1,2,,
,5/23/12,9:00,1,Attempted,Fired Upon,Iran,Iran,630,25.4933,57.2800,1,1,1,1,"Around 28nm WSW of Bandar-e-Jask, Iran/Gulf of Oman, off Somalia",Maersk Texas,USA,2,Steaming,1,1,0,3,,
,5/23/12,13:00,2,Attempted,,Yemen,Yemen,679,12.7500,43.3000,1,1,1,0,"Bab El Mandeb Straits, Red Sea",MBA Rosaria,Italy,325,Steaming,1,1,0,-99,,
,5/23/12,22:00,3,Actual,Hijacked,Malaysia,Malaysia,820,4.8333,99.0667,1,1,0,1,Malacca Straits,PKFB 1340 ( C ),Malaysia,820,Steaming,1,1,1,1,,
,5/23/12,23:50,3,Actual,Boarded,Indonesia,Indonesia,850,-7.1522,112.6582,2,1,1,0,"PT Petrokemia Jetty, Gresik, Indonesia (Measured E of Gresik, in port area)",Bow Victor,Norway,385,Berthed,0,3,1,2,,
,5/24/12,0:20,4,Actual,Boarded,Kenya,Kenya,501,-4.0483,39.6450,1,1,1,1,"Berth No. 8, Mombasa Port, Kenya",Elisabeth Schulte,Isle of Man,200,Berthed,1,3,1,2,,
,5/25/12,3:55,4,Actual,Boarded,Egypt,Egypt,651,31.1265,29.8167,2,1,1,1,"El Dekheila Outer Anchorage, Egypt (Located coordinates)",Joanna A,Panama,95,Anchored,1,2,1,2,,
,5/27/12,23:55,3,Actual,Boarded,Ecuador,Ecuador,130,-2.2833,-79.9017,1,1,1,1,"Contecon Guayaquil Terminal, Ecuador",Maersk Niamey,Hong Kong,710,Berthed,1,3,1,2,,
,5/30/12,3:20,4,Actual,Boarded,Algeria,Algeria,615,36.7765,3.0667,2,1,1,1,"Port of Alger, Algeria (Correctly named as Port of Algiers; located coordinates)",Falcon Trader,Liberia,450,Berthed,0,3,1,2,,
,6/1/12,1:45,4,Actual,Boarded,Nigeria,Nigeria,475,6.3223,3.4902,1,1,1,1,"Lagos Anchorage, Nigeria",Ermar,Liberia,450,Anchored,1,2,1,2,,
,6/4/12,23:50,3,Actual,Boarded,Indonesia,Indonesia,850,3.9573,98.7762,1,1,1,1,"Belawan Outer Anchorage, Indonesia",DD Vanguard,Panama,95,Anchored,1,2,1,2,,
,6/10/12,17:45,2,Actual,Boarded,Egypt,Egypt,651,31.2283,29.7067,1,1,1,1,"El Dekheila Anchorage, Egypt",Billion Trader II,Philippines,840,Anchored,0,2,1,2,,
,6/12/12,3:00,4,Attempted,,Yemen,Yemen,679,13.3367,42.9483,1,1,1,1,Red Sea,Pacific Galaxy,Panama,95,Steaming,1,1,0,-99,,
,6/12/12,5:20,4,Attempted,,Eritrea,Eritrea,531,12.8267,43.2650,1,1,1,0,"Off Mauyyun Island, Red Sea",Neo Energy,Liberia,450,Steaming,1,1,0,-99,,
,6/17/12,0:30,4,Actual,Boarded,India,India,750,17.0000,82.3000,1,1,1,1,"Kakinada Anchorage, India",CS Manatee,Bahamas,31,Anchored,0,2,1,2,,
,6/17/12,13:30,2,Actual,Boarded,Malaysia,Malaysia,820,1.6373,110.4738,1,1,1,1,"Kuching Anchorage, Malaysia",Highline 26 & Highline 22,Malaysia,820,Anchored,0,2,1,2,,
,6/18/12,11:05,1,Attempted,,Yemen,Yemen,679,12.3167,43.9500,1,1,1,1,Gulf of Aden,Marsi,Hong Kong,710,Steaming,1,1,0,-99,,
,6/20/12,5:05,4,Attempted,Fired Upon,Oman,Oman,698,20.8467,59.5033,1,1,1,1,"Around 35nm NE of Masirah Island, Oman, off Somalia",LNG Aries,Marshall Islands,983,Steaming,1,1,0,3,,
,6/20/12,12:00,1,Actual,Hijacked,Oman,Oman,698,20.4833,59.0500,1,1,0,1,"(Around 13 nm East of Masirah, Oman) Off Somalia",Shamsi,Oman,698,Steaming,1,1,1,1,,
,6/25/12,1:10,4,Actual,Hijacked,Nigeria,Nigeria,475,5.5333,3.5333,1,1,0,1,"Around 50 nm SE of Lagos, Nigeria",Name Withheld,Liberia,450,Steaming,1,1,1,1,,
,6/25/12,15:16,2,Attempted,,Iran,Iran,630,25.2500,57.2733,1,1,1,1,"Around 48nm E of Fujairah, UAE/Gulf of Oman, off Somalia",Etagas,Curacao,-99,Steaming,1,1,0,-99,,
,6/26/12,22:15,3,Actual,Boarded,Bangladesh,Bangladesh,771,22.1750,91.7100,1,1,1,1,"Chittagong Anchorage 'B', Bangladesh",Cape Frio,Marshall Islands,983,Anchored,1,2,1,2,,
,6/27/12,4:30,4,Actual,Boarded,Vietnam,Vietnam,816,10.6933,106.7500,1,1,1,1,"Nha Be Terminal, Ho Chi Minh City Port, Vietnam",Overseas Kimolos,Marshall Islands,983,Berthed,0,3,1,2,,
,6/27/12,10:30,1,Attempted,Fired Upon,Yemen,Yemen,679,14.3765,54.6377,1,1,1,1,"Around 110nm N of Socotra Island, Yemen, off Somalia",Namrun,Malta,338,Steaming,1,1,0,3,,
,6/30/12,2:10,4,Attempted,Fired Upon,Nigeria,Nigeria,475,4.0283,6.1017,1,1,1,1,"Around 70nm SW of Port Harcourt, Nigeria",Fair Ermis,Liberia,450,Steaming,1,1,0,3,,
,6/30/12,6:15,1,Attempted,Fired Upon,Nigeria,Nigeria,475,2.6667,6.1383,1,1,1,1,"Around 136nm SW of Port Harcourt, Nigeria",Cap Guillaume,Greece,350,Steaming,1,1,0,3,,
,6/30/12,6:20,1,Attempted,Fired Upon,Nigeria,Nigeria,475,2.6483,6.1583,1,1,1,1,"Around 120nm SW of Bonny Island, Nigeria",Anglia,Liberia,450,Steaming,1,1,0,3,,
,7/2/12,3:00,4,Actual,Boarded,Ecuador,Ecuador,130,-2.5617,-80.1050,1,1,1,1,"Around 25 nm SW of Guayaquil, Ecudaor",Lutetia,Liberia,450,Steaming,1,1,1,2,,
,7/3/12,20:50,3,Actual,Boarded,Tanzania,Tanzania,510,-6.8265,39.2765,2,1,1,1,"Dar Es Salaam Port, Tanzania (Located coordinates)",Stadt Sevilla,Antigua & Barbuda,58,Berthed,0,3,1,2,,
,7/4/12,6:55,1,Actual,Boarded,India,India,750,17.6583,83.3883,1,1,1,1,"Visakhapatnam Anchorage, India",Maersk Visual,Singapore,830,Anchored,1,2,1,2,,
,7/13/12,Unknown,-99,Actual,Boarded,Malaysia,Malaysia,820,1.4410,103.8850,4,1,0,1,"Malacca Straits (Based on description, coded and georeferenced as Johor Port)",Confidence,Mongolia,712,Steaming,0,1,1,2,,
,7/15/12,3:55,4,Actual,Boarded,Guinea,Guinea,438,9.2317,-13.7900,1,1,1,1,"Around 22 nm SSW of Conakry, Guinea",Olivia,Germany,265,Steaming,1,1,1,2,,
,7/17/12,1:45,4,Actual,Boarded,Benin,Benin,434,6.2883,2.4683,1,1,1,1,"Around 1 nm off Fairway Buoy, Cotonou Anchorage, Benin",Argos,Marshall Islands,983,Anchored,1,2,1,2,,
,7/17/12,3:00,4,Actual,Boarded,Indonesia,Indonesia,850,1.7178,101.4620,1,1,1,1,"Dumai Anchorage, Indonesia",K. Neptune,Panama,95,Anchored,1,2,1,2,,
,7/18/12,20:40,3,Actual,Boarded,Mozambique,Mozambique,541,-19.8167,34.8333,1,1,1,1,"Beira Port, Mozambique",Wehr Blankenese,Marshall Islands,983,Berthed,0,3,1,2,,
,7/18/12,22:15,3,Actual,Boarded,Malaysia,Malaysia,820,4.4000,113.9167,1,1,1,0,"4.6 nm off coast of Miri, Sarawak, Malaysia",Arifah Aryana,Malaysia,820,Anchored,1,2,1,2,,
,7/21/12,5:40,4,Attempted,,Egypt,Egypt,651,31.1500,29.8000,1,1,1,1,"Berth No. 92, El Dekheila Port, Egypt",King Hakan,Marshall Islands,983,Berthed,0,3,0,-99,,
,7/22/12,6:10,1,Actual,Boarded,Indonesia,Indonesia,850,1.1000,103.4667,1,1,1,1,"Karimun Transhipment Anchorage, Indonesia",Eagle Auriga,Singapore,830,Anchored,1,2,1,2,,
,7/27/12,0:30,4,Attempted,,Togo,Togo,461,6.0000,1.2833,1,1,1,1,"Around 8nm of Lome, Togo",Blue Sky I,Marshall Islands,983,Anchored,1,2,0,-99,,
,7/27/12,2:00,4,Actual,Hijacked,Malaysia,Malaysia,820,7.0048,116.9363,4,1,1,1,"Between Kudat Port and Bangi Island, Sabah, Malaysia (Measured halfway between Kudat Port and Bangi Island)",Woodman 38 & Woodman 39,Malaysia,820,Steaming,1,1,1,1,,
,7/27/12,11:45,1,Attempted,,Eritrea,Eritrea,531,13.5667,42.6500,1,1,1,1,Red Sea,Maa Samuda Khatun,Bangladesh,771,Steaming,1,1,0,-99,,
,7/27/12,23:30,3,Actual,Boarded,Togo,Togo,461,6.0833,1.3000,1,1,1,1,"Lome Anchorage, Around 3 nm SE off breakwater, Togo",Ursula,Singapore,830,Anchored,1,2,1,2,,
,7/28/12,4:00,4,Actual,Boarded,Indonesia,Indonesia,850,-7.1975,112.7262,1,1,1,1,"Tanjung Perak Port, Surabaya, Indonesia",Sichem Fumi,Panama,95,Berthed,1,3,1,2,,
,7/30/12,1:40,4,Attempted,,Togo,Togo,461,6.0417,1.2750,1,1,1,1,"Lome Anchorage, Togo",Eships Dugon,Marshall Islands,983,Anchored,0,2,0,-99,,
,7/31/12,8:40,1,Actual,Boarded,Colombia,Colombia,100,3.8233,-77.1617,1,1,1,1,"Buenaventura Anchorage, Colombia",Nord Aarhus,Singapore,830,Anchored,0,2,1,2,,
,8/2/12,2:30,4,Actual,Boarded,Indonesia,Indonesia,850,1.7133,101.4650,2,1,1,1,"Dumai Anchorage, Indonesia (Used coordinates from other observations)",Highbury Park,Liberia,450,Anchored,1,2,1,2,,
,8/3/12,22:20,3,Actual,Boarded,Nigeria,Nigeria,475,3.7667,6.6667,1,1,0,1,"Around 45 nm SW of Bonny Island, Nigeria",Jascon 33,St. Vincent & Grenadines,57,Anchored,1,2,1,2,,
,8/6/12,0:50,4,Attempted,,Togo,Togo,461,6.0500,1.2667,1,1,1,1,"4nm SW of Lome Breakwater, Lome Anchorage, Togo",Ternen,Norway,385,Anchored,0,2,0,-99,,
